0x0022 \textquotedbl
0x1d641 \ensuremath{\mathsfbfsl{F}}
0x1d642 \ensuremath{\mathsfbfsl{G}}
0x1d643 \ensuremath{\mathsfbfsl{H}}
0x1d644 \ensuremath{\mathsfbfsl{I}}
0x1d645 \ensuremath{\mathsfbfsl{J}}
0x1d646 \ensuremath{\mathsfbfsl{K}}
0x1d647 \ensuremath{\mathsfbfsl{L}}
0x1d648 \ensuremath{\mathsfbfsl{M}}
0x1d649 \ensuremath{\mathsfbfsl{N}}
0x1d64a \ensuremath{\mathsfbfsl{O}}
0x1d64b \ensuremath{\mathsfbfsl{P}}
0x1d64c \ensuremath{\mathsfbfsl{Q}}
0x1d64d \ensuremath{\mathsfbfsl{R}}
0x1d64e \ensuremath{\mathsfbfsl{S}}
0x1d64f \ensuremath{\mathsfbfsl{T}}
0x1d650 \ensuremath{\mathsfbfsl{U}}
0x1d651 \ensuremath{\mathsfbfsl{V}}
0x1d652 \ensuremath{\mathsfbfsl{W}}
0x1d653 \ensuremath{\mathsfbfsl{X}}
0x1d654 \ensuremath{\mathsfbfsl{Y}}
0x1d655 \ensuremath{\mathsfbfsl{Z}}
0x1d656 \ensuremath{\mathsfbfsl{a}}
0x1d657 \ensuremath{\mathsfbfsl{b}}
0x1d658 \ensuremath{\mathsfbfsl{c}}
0x1d659 \ensuremath{\mathsfbfsl{d}}
0x1d65a \ensuremath{\mathsfbfsl{e}}
0x1d65b \ensuremath{\mathsfbfsl{f}}
0x1d65c \ensuremath{\mathsfbfsl{g}}
0x1d65d \ensuremath{\mathsfbfsl{h}}
0x1d65e \ensuremath{\mathsfbfsl{i}}
0x1d65f \ensuremath{\mathsfbfsl{j}}
0x1d660 \ensuremath{\mathsfbfsl{k}}
0x1d661 \ensuremath{\mathsfbfsl{l}}
0x1d662 \ensuremath{\mathsfbfsl{m}}
0x1d663 \ensuremath{\mathsfbfsl{n}}
0x1d664 \ensuremath{\mathsfbfsl{o}}
0x1d665 \ensuremath{\mathsfbfsl{p}}
0x1d666 \ensuremath{\mathsfbfsl{q}}
0x1d667 \ensuremath{\mathsfbfsl{r}}
0x1d668 \ensuremath{\mathsfbfsl{s}}
0x1d669 \ensuremath{\mathsfbfsl{t}}
0x1d66a \ensuremath{\mathsfbfsl{u}}
0x1d66b \ensuremath{\mathsfbfsl{v}}
0x1d66c \ensuremath{\mathsfbfsl{w}}
0x1d66d \ensuremath{\mathsfbfsl{x}}
0x1d66e \ensuremath{\mathsfbfsl{y}}
0x1d66f \ensuremath{\mathsfbfsl{z}}
0x1d670 \ensuremath{\mathtt{A}}
0x1d671 \ensuremath{\mathtt{B}}
0x1d672 \ensuremath{\mathtt{C}}
0x1d673 \ensuremath{\mathtt{D}}
0x1d674 \ensuremath{\mathtt{E}}
0x1d675 \ensuremath{\mathtt{F}}
0x1d676 \ensuremath{\mathtt{G}}
0x1d677 \ensuremath{\mathtt{H}}
0x1d678 \ensuremath{\mathtt{I}}
0x1d679 \ensuremath{\mathtt{J}}
0x1d67a \ensuremath{\mathtt{K}}
0x1d67b \ensuremath{\mathtt{L}}
0x1d67c \ensuremath{\mathtt{M}}
0x1d67d \ensuremath{\mathtt{N}}
0x1d67e \ensuremath{\mathtt{O}}
0x1d67f \ensuremath{\mathtt{P}}
0x1d680 \ensuremath{\mathtt{Q}}
0x1d681 \ensuremath{\mathtt{R}}
0x1d682 \ensuremath{\mathtt{S}}
0x1d683 \ensuremath{\mathtt{T}}
0x1d684 \ensuremath{\mathtt{U}}
0x1d685 \ensuremath{\mathtt{V}}
0x1d686 \ensuremath{\mathtt{W}}
0x1d687 \ensuremath{\mathtt{X}}
0x1d688 \ensuremath{\mathtt{Y}}
0x1d689 \ensuremath{\mathtt{Z}}
0x1d68a \ensuremath{\mathtt{a}}
0x1d68b \ensuremath{\mathtt{b}}
0x1d68c \ensuremath{\mathtt{c}}
0x1d68d \ensuremath{\mathtt{d}}
0x1d68e \ensuremath{\mathtt{e}}
0x1d68f \ensuremath{\mathtt{f}}
0x1d690 \ensuremath{\mathtt{g}}
0x1d691 \ensuremath{\mathtt{h}}
0x1d692 \ensuremath{\mathtt{i}}
0x1d693 \ensuremath{\mathtt{j}}
0x1d694 \ensuremath{\mathtt{k}}
0x1d695 \ensuremath{\mathtt{l}}
0x1d696 \ensuremath{\mathtt{m}}
0x1d697 \ensuremath{\mathtt{n}}
0x1d698 \ensuremath{\mathtt{o}}
0x1d699 \ensuremath{\mathtt{p}}
0x1d69a \ensuremath{\mathtt{q}}
0x1d69b \ensuremath{\mathtt{r}}
0x1d69c \ensuremath{\mathtt{s}}
0x1d69d \ensuremath{\mathtt{t}}
0x1d69e \ensuremath{\mathtt{u}}
0x1d69f \ensuremath{\mathtt{v}}
0x1d6a0 \ensuremath{\mathtt{w}}
0x1d6a1 \ensuremath{\mathtt{x}}
0x1d6a2 \ensuremath{\mathtt{y}}
0x1d6a3 \ensuremath{\mathtt{z}}
0x1d6a4 \ensuremath{\imath}
0x1d6a5 \ensuremath{\jmath}
0x1d6a8 \ensuremath{\mathbf{A}}
0x1d6a9 \ensuremath{\mathbf{B}}
0x1d6aa \ensuremath{\mathbf{\Gamma}}
0x1d6ab \ensuremath{\mathbf{\Delta}}
0x1d6ac \ensuremath{\mathbf{E}}
0x1d6ad \ensuremath{\mathbf{Z}}
0x1d6ae \ensuremath{\mathbf{H}}
0x1d6af \ensuremath{\mathbf{\Theta}}
0x1d6b0 \ensuremath{\mathbf{I}}
0x1d6b1 \ensuremath{\mathbf{K}}
0x1d6b2 \ensuremath{\mathbf{\Lambda}}
0x1d6b3 \ensuremath{\mathbf{M}}
0x1d6b4 \ensuremath{\mathbf{N}}
0x1d6b5 \ensuremath{\mathbf{\Xi}}
0x1d6b6 \ensuremath{\mathbf{O}}
0x1d6b7 \ensuremath{\mathbf{\Pi}}
0x1d6b8 \ensuremath{\mathbf{R}}
0x1d6b9 \ensuremath{\mathbf{\varTheta}}
0x1d6ba \ensuremath{\mathbf{\Sigma}}
0x1d6bb \ensuremath{\mathbf{T}}
0x1d6bc \ensuremath{\mathbf{\Upsilon}}
0x1d6bd \ensuremath{\mathbf{\Phi}}
0x1d6be \ensuremath{\mathbf{X}}
0x1d6bf \ensuremath{\mathbf{\Psi}}
0x1d6c0 \ensuremath{\mathbf{\Omega}}
0x1d6c1 \ensuremath{\mathbf{\nabla}}
0x1d6c2 \ensuremath{\mathbf{\alpha}}
0x1d6c3 \ensuremath{\mathbf{\beta}}
0x1d6c4 \ensuremath{\mathbf{\gamma}}
0x1d6c5 \ensuremath{\mathbf{\delta}}
0x1d6c6 \ensuremath{\mathbf{\varepsilon}}
0x1d6c7 \ensuremath{\mathbf{\zeta}}
0x1d6c8 \ensuremath{\mathbf{\eta}}
0x1d6c9 \ensuremath{\mathbf{\theta}}
0x1d6ca \ensuremath{\mathbf{\iota}}
0x1d6cb \ensuremath{\mathbf{\kappa}}
0x1d6cc \ensuremath{\mathbf{\lambda}}
0x1d6cd \ensuremath{\mathbf{\mu}}
0x1d6ce \ensuremath{\mathbf{\nu}}
0x1d6cf \ensuremath{\mathbf{\xi}}
0x1d6d0 \ensuremath{\mathbf{o}}
0x1d6d1 \ensuremath{\mathbf{\pi}}
0x1d6d2 \ensuremath{\mathbf{\rho}}
0x1d6d3 \ensuremath{\mathbf{\varsigma}}
0x1d6d4 \ensuremath{\mathbf{\sigma}}
0x1d6d5 \ensuremath{\mathbf{\tau}}
0x1d6d6 \ensuremath{\mathbf{\upsilon}}
0x1d6d7 \ensuremath{\mathbf{\varphi}}
0x1d6d8 \ensuremath{\mathbf{\chi}}
0x1d6d9 \ensuremath{\mathbf{\psi}}
0x1d6da \ensuremath{\mathbf{\omega}}
0x1d6db \ensuremath{\mathbf{\partial}}
0x1d6dc \ensuremath{\mathbf{\epsilon}}
0x1d6dd \ensuremath{\mathbf{\vartheta}}
0x1d6de \ensuremath{\mathbf{\varkappa}}
0x1d6df \ensuremath{\mathbf{\phi}}
0x1d6e0 \ensuremath{\mathbf{\varrho}}
0x1d6e1 \ensuremath{\mathbf{\varpi}}
0x1d6e2 \ensuremath{\mathit{A}}
0x1d6e3 \ensuremath{\mathit{B}}
0x1d6e4 \ensuremath{\mathit{\Gamma}}
0x1d6e5 \ensuremath{\mathit{\Delta}}
0x1d6e6 \ensuremath{\mathit{E}}
0x1d6e7 \ensuremath{\mathit{Z}}
0x1d6e8 \ensuremath{\mathit{H}}
0x1d6e9 \ensuremath{\mathit{\Theta}}
0x1d6ea \ensuremath{\mathit{I}}
0x1d6eb \ensuremath{\mathit{K}}
0x1d6ec \ensuremath{\mathit{\Lambda}}
0x1d6ed \ensuremath{\mathit{M}}
0x1d6ee \ensuremath{\mathit{N}}
0x1d6ef \ensuremath{\mathit{\Xi}}
0x1d6f0 \ensuremath{\mathit{O}}
0x1d6f1 \ensuremath{\mathit{\Pi}}
0x1d6f2 \ensuremath{\mathit{R}}
0x1d6f3 \ensuremath{\mathit{\varTheta}}
0x1d6f4 \ensuremath{\mathit{\Sigma}}
0x1d6f5 \ensuremath{\mathit{T}}
0x1d6f6 \ensuremath{\mathit{\Upsilon}}
0x1d6f7 \ensuremath{\mathit{\Phi}}
0x1d6f8 \ensuremath{\mathit{X}}
0x1d6f9 \ensuremath{\mathit{\Psi}}
0x1d6fa \ensuremath{\mathit{\Omega}}
0x1d6fb \ensuremath{\mathit{\nabla}}
0x1d6fc \ensuremath{\mathit{\alpha}}
0x1d6fd \ensuremath{\mathit{\beta}}
0x1d6fe \ensuremath{\mathit{\gamma}}
0x1d6ff \ensuremath{\mathit{\delta}}
0x1d700 \ensuremath{\mathit{\varepsilon}}
0x1d701 \ensuremath{\mathit{\zeta}}
0x1d702 \ensuremath{\mathit{\eta}}
0x1d703 \ensuremath{\mathit{\theta}}
0x1d704 \ensuremath{\mathit{\iota}}
0x1d705 \ensuremath{\mathit{\kappa}}
0x1d706 \ensuremath{\mathit{\lambda}}
0x1d707 \ensuremath{\mathit{\mu}}
0x1d708 \ensuremath{\mathit{\nu}}
0x1d709 \ensuremath{\mathit{\xi}}
0x1d70a \ensuremath{\mathit{o}}
0x1d70b \ensuremath{\mathit{\pi}}
0x1d70c \ensuremath{\mathit{\rho}}
0x1d70d \ensuremath{\mathit{\varsigma}}
0x1d70e \ensuremath{\mathit{\sigma}}
0x1d70f \ensuremath{\mathit{\tau}}
0x1d710 \ensuremath{\mathit{\upsilon}}
0x1d711 \ensuremath{\mathit{\varphi}}
0x1d712 \ensuremath{\mathit{\chi}}
0x1d713 \ensuremath{\mathit{\psi}}
0x1d714 \ensuremath{\mathit{\omega}}
0x1d715 \ensuremath{\mathit{\partial}}
0x1d716 \ensuremath{\mathit{\epsilon}}
0x1d717 \ensuremath{\mathit{\vartheta}}
0x1d718 \ensuremath{\mathit{\varkappa}}
0x1d719 \ensuremath{\mathit{\phi}}
0x1d71a \ensuremath{\mathit{\varrho}}
0x1d71b \ensuremath{\mathit{\varpi}}
0x1d71c \ensuremath{\boldsymbol{A}}
0x1d71d \ensuremath{\boldsymbol{B}}
0x1d71e \ensuremath{\boldsymbol{\Gamma}}
0x1d71f \ensuremath{\boldsymbol{\Delta}}
0x1d720 \ensuremath{\boldsymbol{E}}
0x1d721 \ensuremath{\boldsymbol{Z}}
0x1d722 \ensuremath{\boldsymbol{H}}
0x1d723 \ensuremath{\boldsymbol{\Theta}}
0x1d724 \ensuremath{\boldsymbol{I}}
0x1d725 \ensuremath{\boldsymbol{K}}
0x1d726 \ensuremath{\boldsymbol{\Lambda}}
0x1d727 \ensuremath{\boldsymbol{M}}
0x1d728 \ensuremath{\boldsymbol{N}}
0x1d729 \ensuremath{\boldsymbol{\Xi}}
0x1d72a \ensuremath{\boldsymbol{O}}
0x1d72b \ensuremath{\boldsymbol{\Pi}}
0x1d72c \ensuremath{\boldsymbol{R}}
0x1d72d \ensuremath{\boldsymbol{\varTheta}}
0x1d72e \ensuremath{\boldsymbol{\Sigma}}
0x1d72f \ensuremath{\boldsymbol{T}}
0x1d730 \ensuremath{\boldsymbol{\Upsilon}}
0x1d731 \ensuremath{\boldsymbol{\Phi}}
0x1d732 \ensuremath{\boldsymbol{X}}
0x1d733 \ensuremath{\boldsymbol{\Psi}}
0x1d734 \ensuremath{\boldsymbol{\Omega}}
0x1d735 \ensuremath{\boldsymbol{\nabla}}
0x1d736 \ensuremath{\boldsymbol{\alpha}}
0x1d737 \ensuremath{\boldsymbol{\beta}}
0x1d738 \ensuremath{\boldsymbol{\gamma}}
0x1d739 \ensuremath{\boldsymbol{\delta}}
0x1d73a \ensuremath{\boldsymbol{\varepsilon}}
0x1d73b \ensuremath{\boldsymbol{\zeta}}
0x1d73c \ensuremath{\boldsymbol{\eta}}
0x1d73d \ensuremath{\boldsymbol{\theta}}
0x1d73e \ensuremath{\boldsymbol{\iota}}
0x1d73f \ensuremath{\boldsymbol{\kappa}}
0x1d740 \ensuremath{\boldsymbol{\lambda}}
0x1d741 \ensuremath{\boldsymbol{\mu}}
0x1d742 \ensuremath{\boldsymbol{\nu}}
0x1d743 \ensuremath{\boldsymbol{\xi}}
0x1d744 \ensuremath{\boldsymbol{o}}
0x1d745 \ensuremath{\boldsymbol{\pi}}
0x1d746 \ensuremath{\boldsymbol{\rho}}
0x1d747 \ensuremath{\boldsymbol{\varsigma}}
0x1d748 \ensuremath{\boldsymbol{\sigma}}
0x1d749 \ensuremath{\boldsymbol{\tau}}
0x1d74a \ensuremath{\boldsymbol{\upsilon}}
0x1d74b \ensuremath{\boldsymbol{\varphi}}
0x1d74c \ensuremath{\boldsymbol{\chi}}
0x1d74d \ensuremath{\boldsymbol{\psi}}
0x1d74e \ensuremath{\boldsymbol{\omega}}
0x1d74f \ensuremath{\boldsymbol{\partial}}
0x1d750 \ensuremath{\boldsymbol{\epsilon}}
0x1d751 \ensuremath{\boldsymbol{\vartheta}}
0x1d752 \ensuremath{\boldsymbol{\varkappa}}
0x1d753 \ensuremath{\boldsymbol{\phi}}
0x1d754 \ensuremath{\boldsymbol{\varrho}}
0x1d755 \ensuremath{\boldsymbol{\varpi}}
0x1d756 \ensuremath{\mathsf{A}}
0x1d757 \ensuremath{\mathsf{B}}
0x1d758 \ensuremath{\mathsf{\Gamma}}
0x1d759 \ensuremath{\mathsf{\Delta}}
0x1d75a \ensuremath{\mathsf{E}}
0x1d75b \ensuremath{\mathsf{Z}}
0x1d75c \ensuremath{\mathsf{H}}
0x1d75d \ensuremath{\mathsf{\Theta}}
0x1d75e \ensuremath{\mathsf{I}}
0x1d75f \ensuremath{\mathsf{K}}
0x1d760 \ensuremath{\mathsf{\Lambda}}
0x1d761 \ensuremath{\mathsf{M}}
0x1d762 \ensuremath{\mathsf{N}}
0x1d763 \ensuremath{\mathsf{\Xi}}
0x1d764 \ensuremath{\mathsf{O}}
0x1d765 \ensuremath{\mathsf{\Pi}}
0x1d766 \ensuremath{\mathsf{R}}
0x1d767 \ensuremath{\mathsf{\varTheta}}
0x1d768 \ensuremath{\mathsf{\Sigma}}
0x1d769 \ensuremath{\mathsf{T}}
0x1d76a \ensuremath{\mathsf{\Upsilon}}
0x1d76b \ensuremath{\mathsf{\Phi}}
0x1d76c \ensuremath{\mathsf{X}}
0x1d76d \ensuremath{\mathsf{\Psi}}
0x1d76e \ensuremath{\mathsf{\Omega}}
0x1d76f \ensuremath{\mathsf{\nabla}}
0x1d770 \ensuremath{\mathsf{\alpha}}
0x1d771 \ensuremath{\mathsf{\beta}}
0x1d772 \ensuremath{\mathsf{\gamma}}
0x1d773 \ensuremath{\mathsf{\delta}}
0x1d774 \ensuremath{\mathsf{\varepsilon}}
0x1d775 \ensuremath{\mathsf{\zeta}}
0x1d776 \ensuremath{\mathsf{\eta}}
0x1d777 \ensuremath{\mathsf{\theta}}
0x1d778 \ensuremath{\mathsf{\iota}}
0x1d779 \ensuremath{\mathsf{\kappa}}
0x1d77a \ensuremath{\mathsf{\lambda}}
0x1d77b \ensuremath{\mathsf{\mu}}
0x1d77c \ensuremath{\mathsf{\nu}}
0x1d77d \ensuremath{\mathsf{\xi}}
0x1d77e \ensuremath{\mathsf{o}}
0x1d77f \ensuremath{\mathsf{\pi}}
0x1d780 \ensuremath{\mathsf{\rho}}
0x1d781 \ensuremath{\mathsf{\varsigma}}
0x1d782 \ensuremath{\mathsf{\sigma}}
0x1d783 \ensuremath{\mathsf{\tau}}
0x1d784 \ensuremath{\mathsf{\upsilon}}
0x1d785 \ensuremath{\mathsf{\varphi}}
0x1d786 \ensuremath{\mathsf{\chi}}
0x1d787 \ensuremath{\mathsf{\psi}}
0x1d788 \ensuremath{\mathsf{\omega}}
0x1d789 \ensuremath{\mathsf{\partial}}
0x1d78a \ensuremath{\mathsf{\epsilon}}
0x1d78b \ensuremath{\mathsf{\vartheta}}
0x1d78c \ensuremath{\mathsf{\varkappa}}
0x1d78d \ensuremath{\mathsf{\phi}}
0x1d78e \ensuremath{\mathsf{\varrho}}
0x1d78f \ensuremath{\mathsf{\varpi}}
0x1d790 \ensuremath{\mathsfbfsl{A}}
0x1d791 \ensuremath{\mathsfbfsl{B}}
0x1d792 \ensuremath{\mathsfbfsl{\Gamma}}
0x1d793 \ensuremath{\mathsfbfsl{\Delta}}
0x1d794 \ensuremath{\mathsfbfsl{E}}
0x1d795 \ensuremath{\mathsfbfsl{Z}}
0x1d796 \ensuremath{\mathsfbfsl{H}}
0x1d797 \ensuremath{\mathsfbfsl{\Theta}}
0x1d798 \ensuremath{\mathsfbfsl{I}}
0x1d799 \ensuremath{\mathsfbfsl{K}}
0x1d79a \ensuremath{\mathsfbfsl{\Lambda}}
0x1d79b \ensuremath{\mathsfbfsl{M}}
0x1d79c \ensuremath{\mathsfbfsl{N}}
0x1d79d \ensuremath{\mathsfbfsl{\Xi}}
0x1d79e \ensuremath{\mathsfbfsl{O}}
0x1d79f \ensuremath{\mathsfbfsl{\Pi}}
0x1d7a0 \ensuremath{\mathsfbfsl{R}}
0x1d7a1 \ensuremath{\mathsfbfsl{\varTheta}}
0x1d7a2 \ensuremath{\mathsfbfsl{\Sigma}}
0x1d7a3 \ensuremath{\mathsfbfsl{T}}
0x1d7a4 \ensuremath{\mathsfbfsl{\Upsilon}}
0x1d7a5 \ensuremath{\mathsfbfsl{\Phi}}
0x1d7a6 \ensuremath{\mathsfbfsl{X}}
0x1d7a7 \ensuremath{\mathsfbfsl{\Psi}}
0x1d7a8 \ensuremath{\mathsfbfsl{\Omega}}
0x1d7a9 \ensuremath{\mathsfbfsl{\nabla}}
0x1d7aa \ensuremath{\mathsfbfsl{\alpha}}
0x1d7ab \ensuremath{\mathsfbfsl{\beta}}
0x1d7ac \ensuremath{\mathsfbfsl{\gamma}}
0x1d7ad \ensuremath{\mathsfbfsl{\delta}}
0x1d7ae \ensuremath{\mathsfbfsl{\varepsilon}}
0x1d7af \ensuremath{\mathsfbfsl{\zeta}}
0x1d7b0 \ensuremath{\mathsfbfsl{\eta}}
0x1d7b1 \ensuremath{\mathsfbfsl{\theta}}
0x1d7b2 \ensuremath{\mathsfbfsl{\iota}}
0x1d7b3 \ensuremath{\mathsfbfsl{\kappa}}
0x1d7b4 \ensuremath{\mathsfbfsl{\lambda}}
0x1d7b5 \ensuremath{\mathsfbfsl{\mu}}
0x1d7b6 \ensuremath{\mathsfbfsl{\nu}}
0x1d7b7 \ensuremath{\mathsfbfsl{\xi}}
0x1d7b8 \ensuremath{\mathsfbfsl{o}}
0x1d7b9 \ensuremath{\mathsfbfsl{\pi}}
0x1d7ba \ensuremath{\mathsfbfsl{\rho}}
0x1d7bb \ensuremath{\mathsfbfsl{\varsigma}}
0x1d7bc \ensuremath{\mathsfbfsl{\sigma}}
0x1d7bd \ensuremath{\mathsfbfsl{\tau}}
0x1d7be \ensuremath{\mathsfbfsl{\upsilon}}
0x1d7bf \ensuremath{\mathsfbfsl{\varphi}}
0x1d7c0 \ensuremath{\mathsfbfsl{\chi}}
0x1d7c1 \ensuremath{\mathsfbfsl{\psi}}
0x1d7c2 \ensuremath{\mathsfbfsl{\omega}}
0x1d7c3 \ensuremath{\mathsfbfsl{\partial}}
0x1d7c4 \ensuremath{\mathsfbfsl{\epsilon}}
0x1d7c5 \ensuremath{\mathsfbfsl{\vartheta}}
0x1d7c6 \ensuremath{\mathsfbfsl{\varkappa}}
0x1d7c7 \ensuremath{\mathsfbfsl{\phi}}
0x1d7c8 \ensuremath{\mathsfbfsl{\varrho}}
0x1d7c9 \ensuremath{\mathsfbfsl{\varpi}}
0x1d7ca \ensuremath{\mathbf{\digamma}}
0x1d7ce \textbf{0}
0x1d7cf \textbf{1}
0x1d7d0 \textbf{2}
0x1d7d1 \textbf{3}
0x1d7d2 \textbf{4}
0x1d7d3 \textbf{5}
0x1d7d4 \textbf{6}
0x1d7d5 \textbf{7}
0x1d7d6 \textbf{8}
0x1d7d7 \textbf{9}
0x1d7d8 \textbb{0}
0x1d7d9 \textbb{1}
0x1d7da \textbb{2}
0x1d7db \textbb{3}
0x1d7dc \textbb{4}
0x1d7dd \textbb{5}
0x1d7de \textbb{6}
0x1d7df \textbb{7}
0x1d7e0 \textbb{8}
0x1d7e1 \textbb{9}
0x1d7e2 \textsf{0}
0x1d7e3 \textsf{1}
0x1d7e4 \textsf{2}
0x1d7e5 \textsf{3}
0x1d7e6 \textsf{4}
0x1d7e7 \textsf{5}
0x1d7e8 \textsf{6}
0x1d7e9 \textsf{7}
0x1d7ea \textsf{8}
0x1d7eb \textsf{9}
0x1d7ec \textsf{\textbf{0}}
0x1d7ed \textsf{\textbf{1}}
0x1d7ee \textsf{\textbf{2}}
0x1d7ef \textsf{\textbf{3}}
0x1d7f0 \textsf{\textbf{4}}
0x1d7f1 \textsf{\textbf{5}}
0x1d7f2 \textsf{\textbf{6}}
0x1d7f3 \textsf{\textbf{7}}
0x1d7f4 \textsf{\textbf{8}}
0x1d7f5 \textsf{\textbf{9}}
0x1d7f6 \texttt{0}
0x1d7f7 \texttt{1}
0x1d7f8 \texttt{2}
0x1d7f9 \texttt{3}
0x1d7fa \texttt{4}
0x1d7fb \texttt{5}
0x1d7fc \texttt{6}
0x1d7fd \texttt{7}
0x1d7fe \texttt{8}
0x1d7ff \texttt{9}
